Date,Open,High,Low,Close,Volume
1986-03-13,0.054892851073724755,0.06296540199142336,0.054892851073724755,0.060274139046669006,1031788800
1986-03-14,0.06027414841156675,0.06350354065537174,0.06027414841156675,0.06242666393518448,308160000
1986-03-17,0.06242663502848023,0.0640416398817426,0.06242663502848023,0.06350351125001907,133171200
1986-03-18,0.06350349811676842,0.06404162663720081,0.061350365077075086,0.06188849359750748,67766400
1986-03-19,0.06188849947214693,0.06242662804366007,0.060274113757607495,0.060812242329120636,47894400
1986-03-20,0.06081222076632889,0.06081222076632889,0.05865970724351436,0.05919783562421799,58435200
1986-03-21,0.059197855583941465,0.06027411270823003,0.05650721277322006,0.05758346989750862,59990400
1986-03-24,0.05758346743649436,0.05758346743649436,0.055430953279911835,0.055969081819057465,65289600
1986-03-25,0.055969072463760365,0.05704532936215401,0.05543094401456354,0.05704532936215401,32083200
1986-03-26,0.05704534650892162,0.05919786095271461,0.05650721789797337,0.05865973234176636,22752000
1986-03-27,0.05865973747003685,0.059735994786024094,0.05865973747003685,0.059735994786024094,16848000
1986-03-31,0.05973596400492162,0.05973596400492162,0.058121578862810726,0.05919783562421799,12873600
1986-04-01,0.05919786095271461,0.05919786095271461,0.05865973234176636,0.05865973234176636,11088000
1986-04-02,0.05865970724351436,0.060274092385625255,0.05865970724351436,0.05919783562421799,27014400
1986-04-03,0.059735994786024094,0.061350380760004965,0.059735994786024094,0.059735994786024094,23040000
1986-04-04,0.059735994786024094,0.06027412344401772,0.059735994786024094,0.059735994786024094,26582400
1986-04-07,0.059735989563662856,0.060274118174611105,0.057583475119869866,0.05865973234176636,16560000
1986-04-08,0.05865970724351436,0.060274092385625255,0.05865970724351436,0.05919783562421799,10252800
1986-04-09,0.05919788145208016,0.06081226784396344,0.05919788145208016,0.060274139046669006,12153600
1986-04-10,0.060274113757607495,0.061350370900633784,0.0591978566145812,0.060812242329120636,13881600
1986-04-11,0.061350365077075086,0.06296536959633603,0.061350365077075086,0.06188849359750748,17222400
1986-04-14,0.06188853505428005,0.06296541177446731,0.06188853505428005,0.06242666393518448,12153600
1986-04-15,0.06242666393518448,0.06242666393518448,0.06027414841156675,0.06242666393518448,9302400
1986-04-16,0.062426622031126235,0.06511788358750936,0.0618884935114422,0.06457975506782532,31910400
1986-04-17,0.06457977437320908,0.06511790305376053,0.06457977437320908,0.06511790305376053,22003200
1986-04-18,0.06511787712934107,0.06511787712934107,0.062426615839868034,0.06296536326408386,21628800
1986-04-21,0.06296536326408386,0.06350349173039817,0.06135035890723944,0.06296536326408386,22924800
1986-04-22,0.06296536959633603,0.06296536959633603,0.06188849359750748,0.06188849359750748,15552000
1986-04-23,0.06188850187851133,0.06242663047094813,0.06135037328607454,0.062157563865184784,15609600
1986-04-24,0.06215756419595205,0.06942292150010247,0.06188850220784681,0.06834666430950165,62352000
1986-04-25,0.06888480523463276,0.07561203514760327,0.06888480523463276,0.07265232503414154,85795200
