Date,Open,High,Low,Close,Volume
2013-12-05,32.71388692612336,32.73915080015075,31.3076544058801,31.998140335083008,116305000
2013-12-06,32.35181376077231,32.46128202065799,31.989732369810895,32.301292419433594,36457300
2013-12-09,32.46969034576658,32.730725728987665,32.30969760153204,32.59599685668945,30286000
2013-12-10,32.51179506723143,32.755992171243044,32.01498170936192,32.09076690673828,37828600
2013-12-11,32.04866282652178,32.25075453270949,31.484483454685748,31.669736862182617,39853400
2013-12-12,31.695008960273086,31.695008960273086,31.307663706806164,31.341346740722656,36012800
2013-12-13,31.509766435338243,31.535030325650087,30.836121583876267,30.895065307617188,40066100
2013-12-16,30.92873430197599,31.156089938340262,30.768744726248794,31.06346321105957,31734200
2013-12-17,31.105559931569093,31.248711179194114,30.591908264252282,30.75189781188965,45687700
2013-12-18,30.617175735980904,30.819267502976082,29.918267278995,30.80242919921875,63192100
2013-12-19,30.743478928580437,30.77716195679667,30.38139761792223,30.524545669555664,34160100
2013-12-20,30.482449665694276,31.09715060031359,30.47402730083878,30.987682342529297,62649100
2013-12-23,30.996100040282307,31.0634628880283,30.777163557679124,30.83610725402832,25128700
2013-12-24,30.920324030277747,31.29924698751446,30.852957950294293,31.223464965820312,14243000
2013-12-26,31.32450429620302,31.56870146658021,31.299240415418293,31.526596069335938,17612800
2013-12-27,31.64447517297421,31.678154981450497,31.29922902943286,31.400278091430664,14563000
2013-12-30,31.3413344113601,31.47606328183419,31.071876670411925,31.400278091430664,16290500
2013-12-31,31.49291408513834,31.644484510671,31.341343659605684,31.501333236694336,17503500
2014-01-02,31.45080491125582,31.492910300547653,31.24029081355748,31.290815353393555,30632200
2014-01-03,31.324502253943606,31.341343769305137,30.819266429669472,31.080305099487305,31134800
2014-01-06,31.029782403951664,31.06346543668351,30.406662359366496,30.423503875732422,43603700
2014-01-07,30.59191982225624,30.726648758587327,30.49087071086451,30.659282684326172,35802800
2014-01-08,30.314035366384303,30.431922767747494,29.960373162294722,30.111940383911133,59971700
2014-01-09,30.21299184978742,30.238252520005336,29.808805065345677,29.918270111083984,36516300
2014-01-10,30.229820388422024,30.440334449031678,30.103510667180373,30.347707748413086,40548800
2014-01-13,30.305616153254036,30.3308768214407,29.328830699683525,29.455137252807617,45901900
2014-01-14,29.244614282123344,30.212980291091515,29.160409938817324,30.128772735595703,41623300
2014-01-15,30.229823289184015,30.979252902917025,30.187717903270062,30.953989028930664,44812600
2014-01-16,30.895051271657454,31.156089938340262,30.57507212020306,31.06346321105957,38018700
2014-01-17,31.01294016937201,31.01294016937201,30.440341534261723,30.634014129638672,46267500
2014-01-21,31.004514113159928,31.004514113159928,30.364552709540842,30.457176208496094,31567300
2014-01-22,30.532973466541353,30.583498023172748,30.103525977843965,30.255096435546875,21904300
2014-01-23,30.38981411439861,30.42349713967271,29.90984224690806,30.364553451538086,43954000
2014-01-24,31.535011211874572,31.61921556269797,30.760317693100973,30.996095657348633,76395500
2014-01-27,31.04662592027023,31.063467437721044,30.29719606075948,30.339298248291016,44420800
2014-01-28,30.41507970618007,30.642435345339237,30.103519702379995,30.54138946533203,36205500
2014-01-29,30.297194228301084,31.05504640679574,30.229831374763123,30.869792938232422,52745900
2014-01-30,30.97925858929564,31.055043800785526,30.5077058053374,31.0382022857666,35036300
2014-01-31,31.113986934025128,31.905518852442828,30.78558542757726,31.86341667175293,93162300
2014-02-03,31.779214685373482,31.989728816746098,30.676119480592334,30.71822166442871,64063100
2014-02-04,31.13083055930506,31.316080809338047,30.524548837257136,30.608753204345703,54697900
2014-02-05,30.55823559696097,30.709806045963987,30.14562643863251,30.16246795654297,55814400
2014-02-06,30.145624296276786,30.524550391855232,30.052997560447515,30.465606689453125,35351800
2014-02-07,30.583496123705608,30.81085179613946,30.322457415609467,30.78559112548828,33260500
2014-02-10,30.844534261896083,30.987682342529297,30.558234888438633,30.987682342529297,26767000
2014-02-11,31.055036694144864,31.37501576970871,31.038195182979955,31.299230575561523,32141400
2014-02-12,31.45080410285681,31.66131819514418,31.408701926837363,31.55185317993164,27051800
2014-02-13,31.433962134233695,31.88025092990551,31.433962134233695,31.669736862182617,37635500
2014-02-14,31.48450609114403,31.812907758952782,31.43398473436857,31.678178787231445,31407500
2014-02-18,31.9241949544754,32.05144863607429,31.737552337930268,31.746034622192383,32834000
2014-02-19,31.576373975319253,32.026009631221164,31.56788845184244,31.822399139404297,29750400
2014-02-20,31.873290161528956,32.127800749996844,31.72906868136565,32.025997161865234,27526100
2014-02-21,32.187171890120375,32.535003625524986,32.11930394081707,32.221107482910156,38021300
2014-02-24,31.975095748901367,32.22112406885691,31.847842064849754,31.975095748901367,32085100
